Age;Gender;Stream;Internships;CGPA;Hostel;HistoryOfBacklogs;PlacedOrNot
23;1;1;3;6;0;0;1
21;1;3;1;5;0;0;0
22;1;2;1;6;0;1;0
20;1;0;0;6;0;1;0
24;1;4;0;6;0;0;1
24;1;3;1;6;0;1;1
22;1;5;0;6;1;0;0
22;1;4;0;6;0;0;0
23;1;0;1;6;0;1;0
22;1;1;0;6;0;0;0
24;1;5;0;6;1;0;1
20;1;5;0;6;1;1;0
24;1;0;1;6;0;0;1
21;1;5;1;5;1;0;0
23;1;1;0;5;0;1;0
23;2;1;1;5;1;0;0
23;1;1;1;6;0;0;0
21;1;1;1;6;0;0;0
22;1;0;0;5;1;0;0
21;1;3;0;6;0;0;0
22;1;2;1;6;1;1;0
22;1;4;0;5;0;0;0
23;1;0;1;6;0;0;0
23;1;0;0;6;0;1;0
21;1;2;0;6;0;1;0
21;1;1;0;6;0;1;0
23;2;1;1;8;1;0;1
20;1;1;3;7;0;1;0
21;1;3;2;7;0;0;1
21;2;1;0;7;1;0;0
23;1;1;1;7;0;0;0
20;1;1;1;6;0;0;0
21;1;4;1;6;0;0;0
20;1;4;0;8;0;0;1
22;2;4;1;6;0;0;0
21;2;4;1;6;0;0;0
24;1;4;0;7;0;0;0
20;1;1;1;8;0;0;1
23;1;2;1;8;0;0;1
22;2;3;1;7;1;0;0
20;1;4;1;6;0;0;0
20;1;0;0;7;0;0;0
24;1;1;2;6;0;0;1
22;1;0;0;8;1;0;1
20;2;4;1;6;0;0;0
21;1;0;0;8;1;0;1
22;1;5;0;8;0;0;1
22;1;4;1;8;1;0;1
22;2;3;0;8;0;0;1
24;1;0;1;7;1;0;0
22;1;4;1;6;0;0;0
23;1;4;0;7;0;0;0
23;1;3;1;6;0;1;0
22;2;4;1;6;0;0;0
23;1;5;1;6;1;0;0
24;1;4;0;6;0;0;1
24;1;4;0;8;0;0;1
22;1;1;0;6;0;1;0
24;1;1;1;6;0;0;1
21;2;1;0;7;1;0;0
24;1;1;0;7;0;0;1
21;1;5;0;8;0;0;1
24;1;0;0;6;1;0;1
24;1;4;1;6;0;0;1
21;1;2;1;6;0;0;0
24;1;3;1;8;0;1;1
20;1;1;0;6;0;0;0
20;2;5;1;6;1;0;0
24;1;1;0;6;0;0;1
21;1;1;2;8;0;0;1
22;1;1;1;8;0;0;1
23;1;3;0;7;0;0;0
21;2;4;0;8;0;0;1
23;1;1;1;6;0;0;0
23;1;0;0;8;0;0;1
22;1;3;0;7;0;0;0
24;1;3;1;7;1;1;0
22;1;4;0;6;0;0;0
24;1;0;0;7;1;1;0
21;1;5;0;8;1;1;1
22;2;3;1;6;1;1;0
22;1;0;0;7;0;0;0
22;1;4;1;6;1;0;0
24;2;3;1;7;1;1;1
24;1;1;0;6;0;1;1
23;2;5;1;7;1;0;0
22;1;3;1;8;0;0;1
20;2;5;1;8;1;0;1
21;1;0;0;7;0;0;0
20;1;5;1;7;1;0;0
22;1;1;0;7;0;0;0
21;1;1;2;6;0;0;1
23;1;1;1;8;0;0;1
20;1;3;1;8;1;1;1
22;2;1;1;6;1;0;0
20;1;5;0;8;1;0;1
21;1;3;0;7;0;0;0
22;1;3;0;8;0;0;1
21;1;5;0;7;1;0;0
23;1;3;0;6;0;0;0
21;1;2;0;7;0;0;0
21;1;4;1;6;1;0;0
20;1;5;0;6;1;1;0
21;1;1;1;6;0;0;0
24;1;5;0;8;1;1;1
21;1;2;0;6;0;0;0
22;1;0;0;7;0;0;0
24;2;4;1;7;0;0;0
22;1;1;1;6;0;0;0
21;1;4;2;8;0;0;1
23;1;1;2;8;0;0;1
24;1;4;2;8;0;0;1
22;1;5;0;8;1;0;1
21;1;1;1;8;0;0;1
21;2;1;0;7;1;1;0
23;1;1;0;6;0;0;0
20;1;4;0;7;0;1;0
23;1;1;0;6;0;0;0
23;1;2;1;7;0;0;1
21;2;4;1;6;0;0;0
21;1;4;2;7;0;0;1
22;1;5;1;7;1;1;0
24;1;5;1;7;1;0;0
21;1;4;1;7;1;0;0
21;1;0;0;7;1;0;0
21;2;3;1;7;1;0;0
20;1;1;0;7;0;0;0
24;1;1;1;7;0;0;0
20;1;4;0;6;0;0;0
20;2;2;1;7;0;1;1
20;1;4;0;7;0;0;0
24;1;2;1;7;0;0;1
22;1;3;1;8;0;1;1
23;2;4;0;7;0;0;0
20;1;3;2;7;0;0;1
22;1;1;0;6;0;0;0
21;1;3;0;8;0;0;1
21;1;1;0;6;0;0;0
22;1;4;0;8;0;1;1
22;1;1;0;6;0;0;0
22;1;5;0;6;1;0;0
22;1;4;2;6;0;0;1
21;1;4;1;7;0;0;0
22;2;2;0;8;0;0;1
23;2;2;0;6;0;0;0
24;1;3;0;6;0;0;1
24;1;0;1;6;0;0;1
21;2;2;1;8;0;1;1
22;2;5;1;6;1;0;0
20;1;4;2;8;0;0;1
23;1;4;0;8;0;0;1
21;2;1;1;6;1;0;0
21;1;1;0;6;0;0;0
21;1;4;1;8;0;0;1
23;1;5;1;8;1;0;1
22;1;3;0;7;0;0;0
23;1;4;0;7;0;0;0
23;1;4;2;6;0;0;1
20;1;5;0;8;1;0;1
20;1;4;0;8;0;0;1
22;1;1;2;8;0;1;1
22;1;4;1;7;0;0;1
21;1;4;0;7;0;0;1
20;1;1;1;8;0;0;1
20;1;2;2;7;1;0;1
21;1;4;0;7;0;0;0
19;2;4;1;8;0;1;1
19;1;2;1;8;0;0;1
21;1;1;1;7;0;0;1
19;1;1;0;7;0;0;1
20;2;1;0;8;1;0;1
19;1;2;0;8;0;0;1
21;2;0;1;8;0;1;1
21;2;1;1;8;1;0;1
22;1;4;0;7;0;0;0
20;1;3;0;8;0;0;1
22;1;3;1;7;0;0;0
21;1;1;0;8;0;0;1
22;1;1;0;7;0;0;0
21;1;1;1;8;0;0;1
20;1;4;1;8;0;0;1
22;2;5;1;8;1;0;1
22;2;1;0;8;1;0;1
21;1;2;0;8;0;0;1
22;1;5;0;8;1;0;1
22;2;1;1;7;1;0;1
19;1;1;1;7;0;1;1
22;1;1;0;8;0;1;1
22;1;1;3;7;0;0;0
21;1;4;0;7;0;0;0
22;1;4;0;7;0;0;0
21;1;0;1;7;0;0;0
20;2;4;1;8;1;0;1
19;1;4;0;8;0;0;1
21;1;3;1;8;0;1;1
21;1;4;2;7;0;1;0
19;1;1;1;8;0;0;1
22;2;1;1;8;1;1;1
21;1;1;1;8;0;0;1
19;1;2;1;8;0;1;1
19;2;3;1;7;0;0;1
21;1;2;0;8;0;0;1
20;1;1;0;7;0;1;0
20;1;1;1;7;0;0;0
22;1;5;3;7;1;1;0
22;1;3;0;7;0;0;0
20;2;4;1;7;1;0;1
20;1;4;0;7;0;1;1
22;2;1;3;8;1;0;1
22;1;3;2;8;0;0;1
19;2;0;1;8;0;0;1
22;1;3;1;8;1;1;1
22;1;4;0;8;0;1;1
20;1;5;1;8;1;0;1
20;1;4;1;8;1;1;1
20;1;5;1;7;1;1;0
22;2;1;1;7;1;0;0
20;1;1;1;8;0;0;1
19;1;0;1;7;0;0;0
21;1;0;0;7;0;0;0
19;1;1;2;7;0;0;1
22;1;2;0;7;0;0;0
19;1;3;0;8;0;0;1
19;1;0;0;7;1;0;0
21;1;4;0;8;0;0;1
19;1;0;0;8;0;1;1
22;1;1;1;8;0;0;1
20;1;1;1;7;0;0;0
22;1;1;0;7;0;0;0
21;1;4;1;8;1;0;1
20;1;4;1;8;1;0;1
19;1;5;1;8;1;0;1
20;1;0;1;8;0;0;1
21;1;1;0;7;0;0;0
22;1;4;0;8;0;0;1
20;2;1;1;8;1;0;1
19;1;4;1;7;0;0;0
21;1;1;1;8;0;0;1
20;1;3;0;8;0;0;1
21;1;1;1;8;0;0;1
20;1;5;0;8;1;1;1
21;1;2;0;7;0;0;0
20;1;1;2;8;0;0;1
21;1;1;1;7;0;1;0
22;1;1;0;8;0;0;1
19;1;3;0;8;0;0;1
19;1;0;0;7;0;0;0
21;1;4;0;7;0;0;0
21;1;5;1;8;1;0;1
19;1;1;0;8;0;0;1
22;1;1;2;7;0;0;0
20;1;1;1;7;0;0;0
22;1;4;1;7;1;0;0
21;1;5;0;8;1;0;1
19;1;3;0;8;0;0;1
20;1;4;1;7;0;0;0
22;1;4;1;8;0;0;1
20;1;1;0;8;0;0;1
19;1;1;1;7;0;0;0
21;1;3;0;7;0;0;1
19;1;3;0;8;0;0;1
21;1;2;1;8;0;0;1
19;1;1;0;8;0;0;1
19;1;1;1;8;0;0;1
22;1;1;0;7;0;0;0
21;2;3;0;8;0;0;1
19;1;1;2;8;0;0;1
19;1;3;0;7;0;0;1
19;1;2;0;6;0;0;0
20;1;5;0;8;1;0;1
21;1;2;1;7;1;1;1
20;1;1;0;8;0;1;1
22;1;1;0;6;0;0;0
19;1;1;0;7;0;0;0
20;1;2;0;8;0;1;1
22;2;2;0;6;0;0;0
22;1;4;1;6;0;0;0
21;1;3;0;6;0;1;0
20;1;1;0;7;0;1;0
20;1;4;1;7;0;0;0
21;1;4;0;8;0;0;1
21;1;1;1;8;0;0;1
19;1;0;1;7;0;1;0
19;1;1;0;8;0;0;1
19;1;2;1;6;0;0;0
22;1;3;0;7;0;0;0
22;1;3;0;6;0;0;0
22;1;3;1;8;0;1;1
22;1;1;1;7;0;0;0
19;1;5;2;8;1;0;1
20;1;1;0;6;0;1;0
22;2;5;1;6;1;0;0
21;1;4;0;6;0;1;0
22;1;3;3;6;0;0;1
20;1;1;0;7;0;0;0
20;1;4;0;6;0;0;0
20;1;4;1;8;0;0;1
21;1;0;0;7;0;0;0
20;1;1;2;7;0;0;1
20;1;2;1;6;0;0;0
19;1;2;2;6;0;1;0
19;1;0;2;6;1;0;1
22;1;1;1;8;0;0;1
22;2;2;0;7;1;1;0
19;1;1;0;6;0;0;0
22;1;5;2;7;1;0;0
20;1;1;1;6;0;0;0
21;1;2;1;7;0;0;1
20;1;5;0;8;1;0;1
22;1;1;1;7;0;0;0
19;1;4;1;8;0;0;1
22;1;4;0;6;0;0;0
19;1;3;2;8;0;0;1
19;1;5;0;6;1;1;0
21;1;4;0;8;0;0;1
21;1;4;1;6;0;0;0
21;1;3;2;8;1;1;1
19;1;4;1;7;1;0;0
21;1;1;0;8;0;0;1
20;1;2;0;8;0;0;1
20;1;4;0;6;0;0;0
20;1;3;2;6;0;0;1
21;1;2;1;8;0;0;1
22;1;2;0;7;0;0;0
21;1;4;2;7;0;1;0
21;1;4;2;6;0;0;1
20;1;5;0;6;1;0;0
21;1;2;0;7;0;0;0
22;1;4;2;6;0;0;1
21;2;1;0;8;1;0;1
21;1;3;0;8;0;0;1
19;1;1;2;7;0;1;0
20;2;2;0;8;1;1;1
19;1;2;0;8;0;0;1
19;1;4;3;7;0;0;1
21;2;1;0;6;1;1;0
21;1;1;2;6;0;0;1
22;1;1;2;8;0;0;1
20;1;2;1;7;0;0;1
19;1;5;0;6;1;0;0
20;1;2;0;6;1;1;0
19;1;0;0;8;1;0;1
19;1;1;1;6;0;0;0
21;1;1;0;8;0;1;1
22;1;0;1;7;0;0;0
22;1;4;0;6;0;1;0
21;1;0;1;6;0;0;0
21;2;1;2;7;1;0;1
20;1;3;1;7;0;0;1
19;1;3;0;6;0;0;0
20;1;5;0;8;1;1;1
20;2;4;1;8;0;0;1
21;1;1;0;6;0;0;0
20;1;4;1;7;0;0;0
22;1;1;2;7;0;0;0
21;1;3;1;8;1;1;1
19;1;1;1;7;0;0;0
20;1;4;2;7;0;0;1
19;1;4;1;8;0;0;1
21;1;4;1;9;0;1;1
19;1;4;0;6;0;1;0
19;1;1;1;9;0;0;1
19;1;0;0;7;0;0;0
20;2;1;1;6;1;1;1
20;1;4;0;6;0;0;0
19;1;3;0;8;0;0;1
19;1;3;0;7;0;0;0
21;1;1;0;5;0;1;0
21;1;2;0;7;0;0;0
19;1;5;0;9;1;1;1
19;1;3;2;8;1;1;1
19;1;3;0;9;0;0;1
20;1;1;3;6;0;0;1
22;1;4;1;6;0;0;1
22;1;1;1;9;0;0;1
21;1;1;1;7;0;1;1
21;2;4;1;5;0;0;0
22;1;2;0;5;1;0;0
19;1;5;1;5;1;0;0
22;1;5;0;5;1;0;0
21;1;3;0;9;0;0;1
19;1;1;0;8;0;0;1
21;1;2;1;5;0;0;0
20;1;2;0;5;0;0;0
21;2;0;1;8;0;0;1
20;1;1;0;8;0;1;1
22;1;4;2;5;0;0;0
20;1;5;0;6;1;0;0
19;1;1;0;9;0;1;1
22;1;0;1;7;0;0;0
22;1;3;0;5;0;0;0
19;1;4;0;9;0;1;1
19;1;5;0;6;0;0;1
22;1;4;1;9;0;1;1
21;1;3;1;7;0;1;1
19;1;2;0;5;0;0;0
21;1;1;1;8;0;0;1
22;1;1;1;6;0;0;1
19;1;3;1;8;0;1;1
22;1;3;1;9;1;1;1
22;1;1;0;6;0;0;1
22;2;1;0;9;1;0;1
19;1;4;1;6;0;0;1
20;1;5;1;9;1;0;1
21;1;1;0;9;0;0;1
19;1;4;2;8;0;0;1
21;1;2;1;9;0;0;1
20;1;0;0;8;1;0;1
19;1;1;1;7;0;0;1
20;1;4;0;8;0;0;1
20;1;1;0;5;0;0;0
19;2;2;3;9;0;1;1
20;1;4;1;7;0;0;1
22;1;0;0;9;1;0;1
20;1;5;0;7;1;1;1
21;1;4;0;7;0;0;0
20;1;1;1;8;0;0;1
21;1;4;1;8;1;0;1
21;1;0;0;6;0;0;0
19;1;5;0;7;1;0;0
22;1;2;0;8;0;0;1
22;1;1;1;9;0;0;1
20;2;0;1;9;1;0;1
21;1;5;0;6;1;0;1
20;1;1;2;7;0;1;1
21;1;1;0;5;0;0;0
21;2;3;0;7;0;0;0
21;1;4;0;6;0;0;0
22;1;4;1;5;1;0;0
19;1;4;1;9;1;0;1
19;1;5;3;7;1;0;1
21;1;2;0;5;1;0;0
20;2;1;0;9;1;1;1
21;1;1;1;6;0;0;1
22;1;4;1;5;0;0;0
21;1;3;0;7;0;0;0
21;1;4;3;9;1;0;1
22;1;5;0;5;0;0;0
21;1;1;2;7;0;0;0
20;1;4;3;9;1;0;1
22;1;5;0;8;1;0;1
19;1;3;1;6;0;1;1
20;1;5;1;9;1;0;1
20;1;0;2;9;1;0;1
21;1;5;1;8;1;0;1
22;1;3;1;7;1;1;1
22;2;1;1;6;1;0;0
20;1;1;0;6;0;0;0
19;2;4;1;8;0;0;1
19;1;4;1;7;0;0;0
21;1;1;1;6;0;0;0
21;2;2;0;7;1;1;0
20;1;1;1;8;0;0;1
21;1;0;1;6;0;0;0
20;1;3;1;6;0;0;0
19;1;4;2;6;0;0;1
21;1;5;1;6;1;1;0
19;1;2;0;7;0;0;0
19;1;4;0;8;0;0;1
21;1;0;0;7;1;0;0
21;2;4;1;7;0;0;1
19;1;5;0;7;1;0;0
21;1;4;2;7;0;0;1
20;1;2;0;6;0;0;0
19;1;1;1;6;0;0;1
20;2;1;0;7;1;1;1
19;2;1;1;7;1;0;1
19;1;2;0;6;0;1;0
19;1;3;0;7;0;0;1
19;1;2;0;7;0;0;0
20;1;1;0;6;0;1;1
21;2;1;1;8;1;0;1
19;1;5;0;6;1;0;0
19;1;1;2;8;0;0;1
20;1;1;0;7;0;0;0
20;1;2;1;6;0;0;1
22;2;1;3;6;1;0;1
21;1;2;0;7;0;0;0
20;1;1;0;8;0;1;1
19;1;4;2;8;0;0;1
22;1;3;1;6;0;0;0
22;1;4;0;7;0;0;1
20;1;5;0;6;1;1;0
20;1;5;0;7;1;0;0
21;1;1;0;8;0;0;1
22;1;0;0;8;0;0;1
22;1;1;1;8;0;0;1
19;1;0;1;6;0;0;0
22;1;2;0;8;0;0;1
21;1;3;0;6;0;0;0
20;1;2;0;6;0;0;0
20;1;3;1;8;0;0;1
22;1;1;1;6;0;0;1
19;1;1;0;8;0;0;1
19;1;5;0;8;1;1;1
20;1;4;1;6;0;1;0
19;2;4;1;6;0;0;0
21;1;2;0;6;0;0;0
21;2;5;1;6;0;0;0
22;1;5;0;8;0;0;1
21;1;1;1;8;0;0;1
19;2;3;1;8;0;1;1
19;1;3;0;7;0;0;1
21;1;3;0;8;0;0;1
21;1;0;1;6;0;0;0
19;1;5;1;8;1;1;1
20;1;3;1;7;0;0;1
19;1;5;0;7;1;0;0
19;1;0;0;8;1;1;1
19;1;5;0;7;0;0;0
19;1;4;0;6;0;0;0
19;1;2;2;7;0;0;1
20;2;1;0;7;1;0;0
22;2;0;1;6;0;0;0
19;1;0;1;6;0;0;1
20;1;1;1;7;0;0;1
22;1;4;1;6;0;0;1
19;1;1;0;7;0;1;1
19;2;2;0;7;0;0;0
22;1;1;1;7;0;0;0
21;1;0;0;8;0;0;1
20;1;0;1;8;0;0;1
21;1;3;2;8;0;0;1
20;2;1;0;6;1;1;0
21;1;2;1;7;0;0;1
22;1;1;1;7;0;0;0
22;2;4;3;6;1;1;0
20;1;1;2;7;0;0;1
20;1;1;2;6;0;0;1
19;1;5;1;6;1;1;0
22;1;4;1;8;1;0;1
22;1;5;0;8;0;0;1
22;2;3;1;7;1;0;0
20;1;2;0;8;0;1;1
21;1;4;1;8;1;0;1
21;1;1;0;6;0;0;0
21;1;4;0;6;0;0;0
21;1;4;0;8;0;0;1
20;2;0;1;6;0;1;0
19;1;4;0;7;0;0;0
20;2;4;0;6;0;0;0
22;1;5;1;8;1;0;1
22;2;2;0;7;0;0;0
21;1;4;1;7;0;0;0
19;2;2;1;7;0;0;1
19;2;3;0;6;0;0;0
19;1;4;1;7;0;0;0
20;2;1;1;8;1;0;1
20;1;4;1;7;0;0;0
22;2;3;1;7;0;0;0
20;1;0;0;7;0;0;0
20;1;3;1;6;0;0;0
21;2;4;0;6;0;0;0
21;1;4;0;7;0;0;0
20;2;3;0;7;0;0;1
19;1;2;2;7;0;1;1
21;1;4;0;8;0;0;1
21;1;1;1;6;0;0;0
20;1;0;0;8;0;0;1
22;1;0;1;7;0;0;0
20;1;4;0;6;0;0;0
19;1;2;0;6;0;0;0
22;1;0;0;7;0;0;0
21;1;0;0;7;0;0;0
22;1;4;0;7;0;0;0
19;1;2;0;8;0;0;1
21;1;4;1;8;0;0;1
21;1;3;1;7;0;1;1
22;2;1;2;8;1;0;1
22;1;1;0;8;0;0;1
19;1;2;1;7;0;1;1
20;1;1;1;7;0;0;0
20;1;3;1;6;0;0;0
19;1;0;1;8;0;0;1
22;1;1;0;6;0;0;0
20;1;3;0;6;0;0;0
22;1;5;0;6;1;0;0
21;1;4;0;7;0;0;0
21;2;3;0;7;0;0;0
20;1;3;0;8;0;1;1
20;2;3;2;8;0;0;1
22;2;1;1;7;1;0;0
22;2;5;1;6;1;0;0
19;1;3;0;7;0;0;0
22;2;3;0;8;0;0;1
19;1;2;1;6;0;0;0
20;1;1;2;7;0;0;1
19;2;1;1;7;1;0;0
21;1;5;0;8;1;0;1
22;1;1;1;6;0;0;0
19;1;5;1;6;1;0;0
20;1;2;0;6;0;0;0
29;2;5;1;8;1;0;1
20;1;4;1;6;0;0;0
20;1;4;0;6;0;0;0
20;1;4;1;6;0;0;0
20;1;3;0;6;0;0;0
22;1;0;1;8;0;0;1
19;1;1;0;6;0;0;0
20;1;3;1;6;0;0;0
19;1;4;0;7;0;0;0
20;1;2;0;6;0;0;0
19;2;1;0;8;1;0;1
20;1;4;0;8;0;1;1
19;1;4;2;7;0;0;1
22;2;0;1;6;0;0;0
22;1;0;1;6;0;0;0
19;1;2;0;8;0;0;1
21;1;2;0;8;0;0;1
22;2;4;0;6;0;0;0
20;1;3;1;7;0;0;0
21;1;1;2;7;0;0;1
19;1;4;2;8;0;0;1
22;2;4;1;7;0;0;0
21;1;3;0;7;0;0;1
19;1;4;1;8;0;0;1
21;1;1;1;6;0;0;0
21;1;3;1;8;0;1;1
21;1;1;0;7;0;1;0
20;1;0;0;7;1;0;0
21;2;4;0;8;0;0;1
20;1;1;0;6;0;0;0
19;2;2;1;7;0;0;1
22;1;0;0;8;1;0;1
19;1;1;0;7;0;1;0
20;1;1;0;8;0;0;1
20;2;5;1;7;0;0;0
22;2;1;1;8;1;0;1
22;1;4;0;6;0;0;0
19;1;1;1;8;0;0;1
20;2;2;3;6;0;1;0
20;1;0;0;8;1;0;1
19;1;5;1;7;1;0;0
22;1;1;1;6;0;0;0
19;1;5;1;8;1;0;1
21;1;2;1;6;0;0;0
21;1;5;0;8;1;0;1
20;1;1;0;6;0;0;0
20;1;5;1;6;1;0;0
20;1;1;1;8;0;0;1
20;1;5;2;6;1;0;1
20;1;1;0;7;0;1;0
20;1;1;0;6;0;0;0
20;1;1;0;6;0;0;0
21;1;1;1;8;0;0;1
20;1;3;1;6;1;1;0
20;2;0;1;7;0;0;0
19;1;3;1;7;0;0;1
19;2;3;0;8;0;0;1
19;1;3;1;7;0;1;0
21;2;4;0;6;0;0;0
22;1;2;1;7;1;1;0
22;1;5;1;6;1;0;0
21;1;5;0;6;1;1;0
20;1;4;0;7;0;1;0
22;1;5;1;7;1;0;0
22;1;0;0;8;1;0;1
22;2;3;0;6;0;0;0
19;1;5;0;7;1;0;0
22;1;3;1;6;0;0;0
19;1;0;0;6;0;0;0
22;1;4;2;8;0;0;1
20;1;1;1;8;0;0;1
20;1;3;0;6;0;0;0
19;1;0;1;7;0;0;0
22;1;4;0;8;0;1;1
21;1;2;1;8;0;0;1
21;1;0;0;7;0;1;0
22;1;5;0;6;1;1;0
20;1;4;0;8;0;0;1
19;2;5;1;6;1;0;0
22;2;1;2;7;1;0;0
22;1;5;0;6;1;0;0
20;1;0;0;6;0;0;0
20;1;1;1;7;0;0;0
21;1;1;2;6;0;0;1
20;1;1;0;7;0;0;0
19;1;1;1;8;0;0;1
21;1;2;1;6;0;0;0
22;1;5;0;6;1;0;0
21;1;2;0;7;1;0;0
22;1;3;0;8;0;0;1
21;1;2;0;7;0;0;0
22;1;3;1;6;0;0;0
20;1;5;1;8;1;0;1
21;1;1;1;6;0;0;0
20;1;0;1;8;0;0;1
22;1;0;0;6;0;0;0
21;1;1;0;8;0;1;1
21;1;0;0;6;1;0;0
19;1;1;1;6;0;0;0
22;1;0;0;6;1;0;0
19;1;0;1;8;0;0;1
21;1;1;1;6;0;0;0
20;1;1;1;7;0;0;0
19;1;2;0;8;0;1;1
20;1;4;1;8;0;0;1
20;1;1;1;6;0;0;0
22;1;5;0;8;0;0;1
19;1;3;1;8;0;0;1
19;1;0;0;6;0;0;0
19;1;0;0;8;1;1;1
20;1;5;0;8;1;0;1
19;1;3;0;8;0;0;1
22;1;4;0;6;0;0;0
28;1;1;0;6;0;0;1
22;1;1;1;7;0;0;0
22;1;4;0;6;0;0;0
19;1;3;1;6;1;0;0
19;1;1;1;7;0;0;0
21;1;1;0;7;0;0;0
22;1;5;1;6;0;0;0
20;1;3;1;7;0;0;0
19;1;5;0;8;1;0;1
22;1;0;0;7;0;0;0
21;1;2;0;8;0;0;1
20;1;5;0;7;1;1;0
19;1;5;1;8;1;0;1
21;1;4;1;6;0;0;0
19;1;5;1;8;0;1;1
19;1;1;0;7;0;1;0
22;1;0;1;6;1;0;0
19;2;1;1;6;1;0;0
22;1;4;1;8;0;0;1
19;1;2;2;8;0;1;1
21;2;5;1;6;1;1;0
21;1;2;0;7;0;0;0
20;1;2;0;8;0;1;1
20;1;5;1;8;1;0;1
19;1;1;2;6;0;0;1
21;1;4;0;6;0;1;0
22;1;4;1;7;0;0;0
22;1;0;1;8;0;0;1
21;1;1;1;7;0;0;0
21;1;4;0;7;0;0;0
22;2;3;2;7;0;0;0
21;1;2;1;7;0;1;1
22;1;4;0;6;0;1;0
19;1;0;0;6;1;0;0
21;1;3;1;6;1;1;0
19;2;1;1;7;1;0;0
21;1;1;0;6;0;1;0
20;1;4;0;7;0;0;0
20;1;2;0;7;1;0;0
19;1;3;1;8;0;1;1
19;1;1;1;6;0;0;0
21;1;0;0;8;1;0;1
22;1;2;3;7;0;0;0
21;1;3;0;8;0;1;1
22;1;1;2;7;0;0;0
22;1;3;1;6;0;0;0
21;1;4;0;6;0;0;0
21;1;4;0;6;0;0;0
20;1;4;0;6;0;0;0
19;1;1;0;6;0;1;0
21;2;3;0;7;0;0;0
22;1;4;0;7;0;1;0
21;1;1;0;7;0;1;0
22;1;1;2;6;0;0;1
20;1;4;0;7;0;1;0
21;1;5;0;8;1;0;1
21;2;2;1;7;0;0;1
20;1;2;2;7;0;0;1
21;1;0;0;8;1;0;1
21;1;5;0;8;1;0;1
21;1;2;0;7;0;0;0
20;1;4;0;8;0;1;1
21;1;1;0;7;0;0;0
20;2;1;2;6;1;0;1
21;1;1;1;6;0;0;0
21;2;2;0;8;0;0;1
21;1;1;0;7;0;0;0
21;1;0;0;7;0;0;0
20;1;0;2;7;0;0;0
20;2;4;0;6;0;0;0
21;1;3;1;6;1;1;0
20;1;4;0;8;0;0;1
20;1;1;1;8;0;0;1
21;1;0;0;8;0;1;1
20;1;1;2;6;0;0;1
21;2;5;1;8;1;0;1
20;1;0;0;8;0;1;1
20;1;1;1;7;0;0;0
21;1;5;0;6;1;0;0
20;1;5;0;7;1;0;0
20;1;3;1;6;0;1;0
20;2;1;0;6;1;1;0
20;1;5;0;6;1;1;0
20;1;1;1;8;0;0;1
20;1;0;1;6;0;0;0
20;1;1;0;8;0;0;1
20;1;3;1;6;0;0;0
21;2;4;0;7;0;0;0
20;1;2;1;7;0;0;1
21;1;5;3;6;1;0;1
20;1;1;0;7;0;0;0
21;2;3;1;8;0;0;1
21;1;3;1;7;0;1;1
21;1;5;0;7;0;0;0
21;2;3;1;8;0;0;1
20;1;0;1;8;0;0;1
21;1;3;0;7;0;0;1
20;1;0;0;6;1;1;0
21;1;4;2;6;0;0;1
20;1;4;0;7;0;0;0
20;1;3;0;6;0;0;0
20;1;4;0;6;0;0;0
20;1;5;1;6;1;0;0
21;1;3;0;7;0;0;0
20;1;5;3;8;1;0;1
20;1;5;0;7;1;0;0
21;1;0;1;6;0;0;0
20;1;4;1;8;0;0;1
21;1;1;1;6;0;0;0
21;1;1;1;7;1;0;0
21;1;1;1;8;0;0;1
20;1;5;1;8;1;0;1
20;1;4;0;8;0;1;1
20;1;1;0;6;0;1;0
21;1;5;1;8;1;0;1
20;1;0;0;8;0;0;1
20;2;3;0;6;0;0;0
21;1;2;0;8;0;0;1
21;1;5;0;6;1;0;0
21;2;1;1;6;1;0;0
20;1;4;0;6;0;0;0
21;1;0;1;8;0;0;1
20;1;5;1;8;1;0;1
21;2;2;1;8;0;0;1
21;1;0;0;7;0;0;0
21;1;5;0;7;1;0;0
21;1;3;0;7;0;0;1
20;1;1;1;8;0;0;1
21;2;4;1;8;1;0;1
20;2;4;1;8;1;0;1
20;1;5;0;7;1;0;0
20;1;4;2;6;0;0;1
21;1;1;1;7;0;0;0
21;2;5;1;6;1;0;0
21;1;1;2;6;0;0;1
20;1;4;1;7;0;0;0
20;1;0;0;6;1;0;0
21;1;5;0;7;1;1;0
21;1;1;2;7;0;1;0
20;1;4;0;7;0;1;0
20;1;0;0;7;1;0;0
21;1;3;0;7;0;0;1
21;2;4;1;8;1;0;1
21;1;5;0;6;1;0;0
21;2;1;1;8;1;0;1
20;2;4;0;7;0;0;0
21;1;5;1;7;1;0;0
21;1;0;0;8;0;0;1
21;1;4;0;7;0;0;0
20;1;4;1;7;0;1;0
21;1;5;0;6;0;1;0
21;1;2;2;6;0;1;0
21;1;2;0;7;0;0;0
20;1;1;1;7;1;0;0
20;2;1;0;7;1;0;0
20;1;1;1;8;0;0;1
20;1;0;0;7;0;1;0
20;1;0;2;9;0;0;1
21;2;1;1;9;1;0;1
20;1;2;0;9;1;0;1
20;1;0;2;9;0;0;1
20;1;4;0;8;0;0;1
21;1;1;1;8;0;0;1
21;1;4;1;8;0;0;1
20;1;3;0;7;0;0;1
20;1;1;1;9;0;0;1
20;1;2;3;7;0;0;1
